frame,det_idx,classe_id,classe_nome,conf,x1,y1,x2,y2,arquivo_bruto,arquivo_otsu,arquivo_adapt
frame_000000.jpg,0,0,placa,0.8413206338882446,279,773,521,869,frame_000000_d0_recorte_dezesseis.jpg,frame_000000_d0_recorte_dezesseis.jpg,frame_000000_d0_recorte_dezesseis.jpg
frame_000001.jpg,0,0,placa,0.841326892375946,278,772,521,869,frame_000001_d0_recorte_dezesseis.jpg,frame_000001_d0_recorte_dezesseis.jpg,frame_000001_d0_recorte_dezesseis.jpg
frame_000002.jpg,0,0,placa,0.8410519361495972,278,772,521,869,frame_000002_d0_recorte_dezesseis.jpg,frame_000002_d0_recorte_dezesseis.jpg,frame_000002_d0_recorte_dezesseis.jpg
frame_000003.jpg,0,0,placa,0.8410519361495972,278,772,521,869,frame_000003_d0_recorte_dezesseis.jpg,frame_000003_d0_recorte_dezesseis.jpg,frame_000003_d0_recorte_dezesseis.jpg
frame_000004.jpg,0,0,placa,0.8410569429397583,278,772,521,869,frame_000004_d0_recorte_dezesseis.jpg,frame_000004_d0_recorte_dezesseis.jpg,frame_000004_d0_recorte_dezesseis.jpg
frame_000005.jpg,0,0,placa,0.8410569429397583,278,772,521,869,frame_000005_d0_recorte_dezesseis.jpg,frame_000005_d0_recorte_dezesseis.jpg,frame_000005_d0_recorte_dezesseis.jpg
frame_000006.jpg,0,0,placa,0.8410566449165344,278,772,521,869,frame_000006_d0_recorte_dezesseis.jpg,frame_000006_d0_recorte_dezesseis.jpg,frame_000006_d0_recorte_dezesseis.jpg
frame_000007.jpg,0,0,placa,0.8410565257072449,278,772,521,869,frame_000007_d0_recorte_dezesseis.jpg,frame_000007_d0_recorte_dezesseis.jpg,frame_000007_d0_recorte_dezesseis.jpg
frame_000008.jpg,0,0,placa,0.8410565257072449,278,772,521,869,frame_000008_d0_recorte_dezesseis.jpg,frame_000008_d0_recorte_dezesseis.jpg,frame_000008_d0_recorte_dezesseis.jpg
frame_000009.jpg,0,0,placa,0.8410569429397583,278,772,521,869,frame_000009_d0_recorte_dezesseis.jpg,frame_000009_d0_recorte_dezesseis.jpg,frame_000009_d0_recorte_dezesseis.jpg
frame_000010.jpg,0,0,placa,0.8410569429397583,278,772,521,869,frame_000010_d0_recorte_dezesseis.jpg,frame_000010_d0_recorte_dezesseis.jpg,frame_000010_d0_recorte_dezesseis.jpg
frame_000011.jpg,0,0,placa,0.8410569429397583,278,772,521,869,frame_000011_d0_recorte_dezesseis.jpg,frame_000011_d0_recorte_dezesseis.jpg,frame_000011_d0_recorte_dezesseis.jpg
frame_000012.jpg,0,0,placa,0.8410569429397583,278,772,521,869,frame_000012_d0_recorte_dezesseis.jpg,frame_000012_d0_recorte_dezesseis.jpg,frame_000012_d0_recorte_dezesseis.jpg
frame_000013.jpg,0,0,placa,0.8410569429397583,278,772,521,869,frame_000013_d0_recorte_dezesseis.jpg,frame_000013_d0_recorte_dezesseis.jpg,frame_000013_d0_recorte_dezesseis.jpg
frame_000014.jpg,0,0,placa,0.8410569429397583,278,772,521,869,frame_000014_d0_recorte_dezesseis.jpg,frame_000014_d0_recorte_dezesseis.jpg,frame_000014_d0_recorte_dezesseis.jpg
frame_000015.jpg,0,0,placa,0.8410569429397583,278,772,521,869,frame_000015_d0_recorte_dezesseis.jpg,frame_000015_d0_recorte_dezesseis.jpg,frame_000015_d0_recorte_dezesseis.jpg
frame_000016.jpg,0,0,placa,0.8410569429397583,278,772,521,869,frame_000016_d0_recorte_dezesseis.jpg,frame_000016_d0_recorte_dezesseis.jpg,frame_000016_d0_recorte_dezesseis.jpg
frame_000017.jpg,0,0,placa,0.8410569429397583,278,772,521,869,frame_000017_d0_recorte_dezesseis.jpg,frame_000017_d0_recorte_dezesseis.jpg,frame_000017_d0_recorte_dezesseis.jpg
frame_000018.jpg,0,0,placa,0.8410569429397583,278,772,521,869,frame_000018_d0_recorte_dezesseis.jpg,frame_000018_d0_recorte_dezesseis.jpg,frame_000018_d0_recorte_dezesseis.jpg
frame_000019.jpg,0,0,placa,0.8410569429397583,278,772,521,869,frame_000019_d0_recorte_dezesseis.jpg,frame_000019_d0_recorte_dezesseis.jpg,frame_000019_d0_recorte_dezesseis.jpg
frame_000021.jpg,0,0,placa,0.8252759575843811,380,563,517,634,frame_000021_d0_recorte_dezesseis.jpg,frame_000021_d0_recorte_dezesseis.jpg,frame_000021_d0_recorte_dezesseis.jpg
frame_000022.jpg,0,0,placa,0.8229339122772217,380,563,516,634,frame_000022_d0_recorte_dezesseis.jpg,frame_000022_d0_recorte_dezesseis.jpg,frame_000022_d0_recorte_dezesseis.jpg
frame_000023.jpg,0,0,placa,0.8229243159294128,380,563,516,634,frame_000023_d0_recorte_dezesseis.jpg,frame_000023_d0_recorte_dezesseis.jpg,frame_000023_d0_recorte_dezesseis.jpg
frame_000024.jpg,0,0,placa,0.8229274153709412,380,563,516,634,frame_000024_d0_recorte_dezesseis.jpg,frame_000024_d0_recorte_dezesseis.jpg,frame_000024_d0_recorte_dezesseis.jpg
frame_000025.jpg,0,0,placa,0.8229274153709412,380,563,516,634,frame_000025_d0_recorte_dezesseis.jpg,frame_000025_d0_recorte_dezesseis.jpg,frame_000025_d0_recorte_dezesseis.jpg
frame_000026.jpg,0,0,placa,0.8229274153709412,380,563,516,634,frame_000026_d0_recorte_dezesseis.jpg,frame_000026_d0_recorte_dezesseis.jpg,frame_000026_d0_recorte_dezesseis.jpg
frame_000027.jpg,0,0,placa,0.8229274153709412,380,563,516,634,frame_000027_d0_recorte_dezesseis.jpg,frame_000027_d0_recorte_dezesseis.jpg,frame_000027_d0_recorte_dezesseis.jpg
frame_000028.jpg,0,0,placa,0.8229243159294128,380,563,516,634,frame_000028_d0_recorte_dezesseis.jpg,frame_000028_d0_recorte_dezesseis.jpg,frame_000028_d0_recorte_dezesseis.jpg
frame_000029.jpg,0,0,placa,0.8229274153709412,380,563,516,634,frame_000029_d0_recorte_dezesseis.jpg,frame_000029_d0_recorte_dezesseis.jpg,frame_000029_d0_recorte_dezesseis.jpg
